Company Name
DAVINEBO CONSTRUCTION COMPANY LIMITED
DELATTRE-BEZONS NIGERIA LIMITED
DEROTECH ENERGY RESOURCES LIMITED
DESIGNHALL CONCEPTS LIMITED
DESLOG ENERGY SERVICES LIMITED
DESYTON ENERGY LIMITED 
DEXTEROUS APPLIED TRAINING INSTITUTE LIMITED
DIACREST INTERNATIONAL LIMITED
DIGITAL HORIZON COMPANY LIMITED
DIMA ENERGY LTD
DMS AUTOMATIONS LIMITED
DODAGEO INTEGRATED ENERGY LIMITED
DOMAIN-PLUS INTL NIG LTD
DOUGLAS ENERGY SERVICES LTD
DOVEWELL OILFIELD SERVICES LIMITED
DRILLING FLUIDS & CHEMICAL INDUSTRY LTD
DRILLPET INTERNATIONAL LIMITED
DUMAAC PROJECTS LIMITED 
E.A. JOGAX INVESTMENT NIG. LIMITED
EASTWIND AVIATION LOGISTICS SERVICES LIMITED
EBIAYU NIGERIA LIMITED
EDGEBASE TECHNOLOGIES LIMITED
EJOVI DREDGING AND MARINE SERVICES LIMITED
EL-TOTUOMA INTERNATIONAL SERVICES LIMITED
ELITE AIRWINGS & LOGISTICS SERVICES LIMITED
ELSHCON NIGERIA LIMITED
ELYWIN WEALTH NIG LIMITED
EMAG OIL AND GAS CONSULTANCY ENGINEERING LIMITED
EMCO OILFIELD SERVICES LIMITED
ENERGY & MINERAL RESOURCES LIMITED
ENERGY & MINERAL RESOURCES LTD. (EMR)
ENERGY AFRIC DEVELOPERS INT'L LTD 
ENERGY TRAINING CENTRE LIMITED
ENJ PROJECTS NIGERIA LIMITED
ERDIS NIGERIA LIMITED
ESTHOD GLOBAL SERVICES NIGERIA LIMITED
EULIAN INTERNATIONAL LIMITED 
EUNISELL LIMITED
EUNISELL LIMITED
EVOKE 360 INTERNATIONAL SERVICES LIMITED
EXCELSIS OIL & GAS LIMITED
EZION-GEBER ENERGY LIMITED
FAIRTEX INTEGRATED SERVICES LIMITED
FAITHWORTH ENERGY LTD
FAVORTECH VENTURES LIMITED
FEDDO INTEGRATED SERVICES LIMITED
FEDOZ NIGERIA LIMITED
FELPET NIGERIA LIMITED
FELTON ENERGY SERVICES LTD
FIABLE GLOBAL SERVICES LIMITED
FIRST MARINE SOLUTIONS LTD
FIRST PRIORITY RESOURCES INTERNATIONAL LTD.
FOISI GLOBAL INVESTMENT INT'L LTD
FORTIZO ENERGY RESOURCES LIMITED
FRAMAK ENERGY SERVICES LIMITED 
FRAN RHOCHA SECURITY SERVICES LTD
FRAZIMEX ENGINEERING LIMITED
FUGRO MARINE NIGERIA LIMITED
FUTURE CONCERNS NIGERIA LIMITED
FUTURE OILFIELD SERVICES LIMITED
G.O.S.L. NIGERIA LIMITED
G.T.P GLOBAL RESOURCES NIGERIA LIMITED
GABRIEL TRAINING CENTRE
GABSON ENGINEERING SERVICES LIMITED
GAS & UTILITIES COMPANY LIMITED
GCUBE INTEGRATED SERVICES LIMITED
GEE MOBILE CONCEPTS LIMITED
GELOSE MARINE SERVICES LIMITED
GENNESARET RESOURCES NIGERIA LIMITED
GEO-LIND NIGERIA LIMITED
GEOQUEST MARINE SERVICES LIMITED
GIL AUTOMATIONS LIMITED
GLDYNAMICS SOLUTIONS NIG LTD 
GLOBAL PROCESS AND PIPELINE SERVICES LIMITED
GLOBAL WORLD NIGERIA LIMITED
GLOBAL-EAGLE (W.A) LIMITED
GMT ENERGY RESOURCES LIMITED 
GODDIE CHEMICALS INTERNATIONAL LIMITED
GODSON'S SON'S TEST COMPANY 2
GODSTEX TECHNICAL NIG LTD
GOLDEN YEARS LIMITED
GOOKSERV CORPORATE SERVICES
GOSOHTECH POWER LIMITED 
GOVE ENERGY SERVICES NIG. LTD
GRACE-WILLS CREATION & FASHION DESIGN
GRAFFIN GLOBAL SERVICES NIG LTD
GRANDHUE CONCEPT
GRANDMASTER RESOURCES NIGERIA LIMITED
GREEN FIELD GEOPHYSICAL OIL AND GAS SERVICES LIMITED
GREENHOOK PRIME SERVICES
GREENPEG NIGERIA LIMITED
GREENSVILLE ROPES AND ACCESSORIES LIMITED
GREENSVILLE ROPES AND ACCESSORIES LIMITED
GREMOORE LIMITED 
GRONDZAAK INTEGRATED SERVICES LTD
GTKATE ENGINEERING & MARINE SERVICES LIMITED
H-PTP ENERGY SERVICES LTD
HABRAMS ENERGY SERVICES LIMITED
HAGGADOL MARINE NIGERIA LIMITED
HALDEN NIGERIA LIMITED
HALLIBURTON ENERGY SERVICES NIGERIA LIMITED
HALLIBURTON OPERATIONS NIGERIA LIMITED
HARVEX GEOSOLUTIONS LIMITED
HEDROV INTEGRATED ENERGY LIMITED
HELLAWAY ENTERPRISES LIMITED
HEMER-BHORT PROJECTS AND SERVICES LIMITED
HENRY WILSON LIMITED
HEXAGON ENGINEERING LIMITED
HEXAGON ENGINEERING LTD
HOBARK INTERNATIONAL LIMITED
HOMEWORKS CORPORATE SUPPORT SERVICES
HOMIK ENGINEERING LIMITED
HOSTBUKA LTD
HUBMART STORES LIMITED
HUMAN CAPITAL PARTNERS
HUTCHLAM SERVICES LIMITED 
HYBRID TECHNOLOGY SERVICES LIMITED
HYDRO STEAM-THERM LIMITED
HYDROCARBON SUPPORT CONCEPT LTD
HYDRODIVE NIGERIA LIMITED
HYDROSERVE OIL SERVICE NIGERIA LIMITED
HYDROTECH PIPING SYSTEMS NIGERIA LIMITED
HYPROPS NIGERIA LIMITED
IBISO INTERNATIONAL COMPANY LIMITED
IBOMOWEI NIGERIA LIMITED
ICA LOGISTICS LTD
ICREN SERVICES LIMITED
IDONIBOYEOBU PULO NIGERIA LIMITED
IESL DORIS LIMITED
IHRDC LIMITED
IHRDC LIMITED
IMPERIAL CREST PETROLEUM SERVICES LIMITED
INTEGRITY GEOSCIENCE LIMITED
INTELS NIGERIA LIMITED
INTERNATIONAL CONTAINER TERMINAL SERVICES NIGERIA LTD
INTERNATIONAL ENERGY SERVICES LIMITED
INTERTEK TESTING SERVICES NIGERIA LIMITED
INTUIT AUTOMATION LTD
IO MATERIALS SERVICES LTD
IPNX NIGERIA LIMITED
IRI MULTI RESOURCES LIMITED
ISLANDSTAR ISL ENGINEERING LIMITED
JAD CONSTRUCTION LIMITED
JAMES FISHER NIGERIA LIMITED
JENISSI GLOBAL VENTURES LIMITED
JESSID ENGINEERING SOLUTIONS LIMITED
JJ JAMESON NIGERIA LIMITED
JL3 SERVICES LIMITED
JOAS INTEGRATED SERVICES LIMITED
JRJ BRANDS NIGERIA LIMITED
JUST HARDRICH GLOBAL RESOURCES LTD
JUVICLE ENERGY RESOURCES LTD
KAVOD OFFSHORE SERVICES LIMITED
KBN HYDROGEN SOLUTION LIMITED
KDA ENERGY LIMITED
KEEN PHARMACY AND MERCHANDISE LIMITED
KEFAD AUTO LTD
KENT GERMAN GLOBAL LTD
KEVOG CORPORATE SERVICES LIMITED
KINDELL LIMITED 
KNOTS & GEAR MARINE SUPPLY LIMITED
KPMG ADVISORY SERVICES
KURUS NIG LTD 
LANAD ENERGY LIMITED 
LAYOVETH EMPIRE
LIBROD ENERGY SERVICES LIMITED
LIGAR INTEGRATED SERVICES LTD
LILIADY MARINE ENERGY SERVICES LIMITED
LINKPETRO SERVICES LIMITED
LINX NETWORKS LTD 
LO-MICHAELS INTERNATIONAL LIMITED
LOENSE INTERNATIONAL LIMITED
LOGPETRO CONCEPTS LIMITED
LONADEK NIGERIA LIMITED
LONDON OFFSHORE CONSULTANTS NIGERIA LIMITED
LOOFCA ENERGY LIMITED
LUGAD INTERNATIONAL COMPANY LTD
M I RESOURCE SERVICES LTD.
M.E.A GLOBAL LOGISTICS SERVICES LIMITED
MAIN ONE CABLE COMPANY NIGERIA LIMITED
MAKON ENGINEERING AND TECHNICAL SERVICES
MANCROTT ENERGY LTD 
MANIFOLD COMPUTERS LIMITED
MARINEAGE INTERNATIONAL LIMITED
MARINETECH SERVICES LIMITED
MELKA WEST AFRICA LIMITED
MELSMORE MARINE NIGERIA LIMITED
MITYLENE ENERGY NIGERIA LIMITED
MKPOCHI INTEGRATED SERVICES NIGERIA LIMITED
MOLK GLOBAL INVESTMENT LIMITED
MONTEGO UPSTREAM SERVICES LTD
MORGAN OMONITAN AND ABE LIMITED
MOTERIBA MARINE SERVICES LIMITED
MULTI-TECH OILFIELD SERVICES LIMITED
MULTIPLAN NIGERIA LIMITED
MURPHY SHIPPING AND COMMERCIAL SERVICES LIMITED
MVX CHANGE LIMITED
N&B GLOBAL RESOURCES
NALCO ENERGY SERVICES NIGERIA LIMITED
NAUTILUS (NIGERIA) ENGINEERING AND CONSTRUCTION LIMITED
NEMERA OIL AND GAS LIMITED
NEOLEUM ENERGY LIMITED
NERSTEN SERVICES LTD
NESTOIL LIMITED
NESTOIL LIMITED
NETPORTAL LIMITED
NEW ENERGY SERVICES COMPANY LIMITED
NEW ENERGY SERVICES COMPANY LIMITED
NIGERDOCK FZE
NORANOVA RESOURCES COMPANY LIMITED
NORENOSA ENERGY RESOURCES LTD
NUBIAN NIGERIA LIMITED
NUJIC COMPUTER SYSTEM
O AND J ENERGY LTD
OAG INTERNATIONAL PIPELINE SERVICES LTD
OCEAN LIFE SAFETY SERVICES LIMITED
OCEANTECH LIFE SAVINGS LTD
ODENGENE AIR SHUTTLE SERVICES LIMITED 
OIL QUEST INTERNATIONAL LIMITED
OILBATH NIGERIA LIMITED
OILCLYDE ENERGY LIMITED
OILDATA WIRELINE SERVICES LIMITED
OILFIELD SOLUTIONS LIMITED
OILSERV LIMITED
OILTERRAIN SERVICES LIMITED
OKEOMA GLOBAL RESOURCES NIGERIA LTD
OKNATE INDUSTRIES LIMITED
OMSA INTEGRATED SERVICES LIMITED
OPAH MERCHANTS LIMITED
OPENSEA MARINE SERVICES LIMITED
OPTISOURCE TECHNOLOGY SOLUTIONS LTD
ORANGECIRCLE TECHNOLOGIES
ORBITAL & ORANGES NIGERIA LIMITED
OSCORP GLOBAL SERVICES LIMITED
OTILO&SONS NIGERIA LTD
OYA-EXCEL INTEGRATED SERVICES LIMITED
PACEGATE ENERGY & RESOURCES LIMITED
PADOSERVE LIMITED
PALETTE BUSINESS SOLUTIONS LIMITED
PATMAY MULTICONCEPT LIMITED
PE ENERGY LIMITED
PEAK ENERGY TECHNOLOGIES LIMITED
PEGIS GLOBAL SERVICES LIMITED
PEGIS GLOBAL SERVICES LIMITED 
PENCHIN GLOBAL SERVICES LIMITED
PENTIUM LEAP VENUTRES LIMITED
PEROTEX INTEGRATED SERVICES LIMITED
PETES & MILLS INTERNATIONAL
PETMIDON NIGERIA LIMITED.
PETROGAP OIL AND GAS LIMITED
PETROGAP OIL AND GAS LTD
PETROMARINE ENGINEERING SERVICES LIMITED
PETROMARINE NIGERIA LIMITED
PETROVISION NIGERIA LIMITED
PEXO ENERGY BUSINESS SOLUTIONS LIMITED
PHILIP BABATUNDE OLANREWAJU OFFSHORE NIG LTD
PIMO-MAFUTA ENERGIES LTD
PIPELINE REPAIRS LIMITED
PISCES OFFSHORE LIMITED
PLUS PETROLEUM LIMITED
POLARIS INTEGRATED AND GEOSOLUTIONS LIMITED
PONTICELLI NIGERIA LIMITED
PORT EIGHT NIGERIA LTD 
POWER & ENERGY OIL TOOLS
POWEREC GLOBAL SERVICES NIGERIA LIMITED
POWERPRO COMPANY LIMITED
POWERTECH INTERMEDIARY SERVICES INTERNATIONAL LTD
PRAYMERC NIGERIA LIMITED
PRECIOUSGATE TECHNOLOGIES LTD
PRIME NEXT LOGISTICS LTD 
PRIORI ENERGY LIMITED
PROPELLER FUELS LTD
PROPETROL LIMITED
PROSERV INSTRUMENTATION (NIGERIA) LIMITED
QED INT OIL AND GAS NIG LTD
RICHMOND MARINE & OFFSHORE LOGISTICS LTD
RIG TUBULARS FZCO
RIT-BEULAH ENGINEERING LTD
RIT-BEULAH ENGINEERING LTD
RIT-BEULAH ENGINEERING SERVICES LIMITED
RIT-BEULAH ENGINEERING SERVICES LTD
RIVERSAFE SOLUTIONS NIGERIA LIMITED
ROBETHSON ENERGY
ROBETHSON ENERGY LIMITED
ROTAWN ENERGY & LOGISTICS SERVICES LTD
RUBY AVENUE 
S.J. ABED GENERAL ENTERPRISES LIMITED
SALTA INFRASTRUCTURE AND CONSTRUCTION COMPANYBLIMITED
SAMTEX OILFIELD SERVICES NIGERIA LIMITED
SAROBI GLOBAL SERVICES LTD
SASFORDE ENERGY COMPANY LIMITED
SAVIC COMPANY LIMITED
SBG INSURANCE BROKERS LIMITED
SBOC ENERGY SERVICES LIMITED
SBT PETROLEUM GEOSCIENCE LIMITED
SEAL ENERGY & INVESTMENT COMPANY LTD
SEFLAM SGL LIMITED
SEGOFS ENERGY SERVICES LIMITED
SELECTIVE MARINE OIL AND GAS LIMITED
SERCTECH GLOBAL SERVICES LIMITED 
SERVON NIGERIA LIMITED
SERVSHORE LIMITED 
SGS AFFILIATED CONCEPTS LIMITED
SILVERFLAKES LTD
SLK ADVERTISING & MARKETING
SNL SALES & SERVICES NIGERIA LIMITED
SOLUTIONS BENCHMARK MARINE SERVICES LIMITED.
SONAR ENERGY & QUALITY CONTROL NIG LTD
SOULMATE ENGINEERING COY LIMITED
SOURCE ROCK LIMITED
SOURCE ROCK LIMITED
SOUTH WEST PACIFIC SOLICITORS
SOUTH WESTERN TECHNOLOGIES & OILFIELD SERVICES LTD.
SOUTHGATE MARITIME SERVICES LIMITED
SPIE SERVICES NIGERIA LIMITED
STAFFORD CATERING COMPANY LIMITED
STAKE TECHNOLOGIES NIGERIA LTD
STANDARD TESTING AND INSPECTION SERVICES LIMITED
STARHORSE INTEGRATED SERVICES
STAT MARINE NIGERIA LIMITED
STEELCON TECHNOLOGIES LIMITED
STEVEN DYKE NIGERIA LIMITED
STRUCTURED RESOURCE BUSINESS LIMITED
SUB SEA INSPECTION SERVICES NIGERIA LIMITED
SUBSAHARAN INTEGRATED SERVICES AFRICA LIMITED
SUBSEA 100 GLOBAL LTD
SWIRE ENERGY SERVICES NIGERIA LIMITED
SYNERGY ENVIRONMENT EXPERT GLOBAL LTD
SYSBAY LTD
TAMUNOTEKS NIGERIA LIMITED
TASK SYSTEMS LIMITED
TELAREV MULTI CONCEPT LIMITED
TELMEK GLOBAL RESOURCES LIMITED
TELMEK GLOBAL RESOURCES LIMITED
TENAX MARINE LIMITED
TEST COMPANY
TEST COMPANY - MULLIGAN CORP
TEST COMPANY - ROYAL INDIA COMPANY
TEST COMPANY -CRAFTS HUB LIMITED
TEST COMPANY FIXERATI
TEST COMPANY FM
TEST COMPANY KIWI X
TEST COMPANY LEIDI JACK
TEST COMPANY PLC
TEST COMPANY VICTOIRE
TESTING COMPANY LIMITED 
THE LOGOS COMPANY LIMITED
THE OLD TESTAMENT COMPANY
THE WHEREIQ SOLUTIONS
TIDAL ENERGY SERVICES LIMITED
TIMBLE & ASSOCIATE LIMITED
TIREX PETROLEUM & ENERGY LTD
TITAN PROJECTS (NIGERIA) LIMITED
TITAN PROJECTS NIGERIA LIMITED
TOREK ENGINEERING LIMITED
TPAUL INTEGRATED SERVICES LIMITED
TRANOS CONTRACTING LIMITED
TREXM OIL AND GAS SERVICES NIGERIA LIMITED
TROPICAL ARCTIC LOGISTICS LTD
TUWAL LIMITED
U F T INTERNATIONAL LIMITED
UNDEFINED
UNITECH DRILLING COMPANY LIMITED
UNITED VANGUARD INSURANCE BROKERS LIMITED
UNITED VANGUARD INSURANCE BROKERS LIMITED
UNITERM NIGERIA LIMITED
VALIANT OFFSHORE CONTRACTORS LIMITED
VEGA ENE PROFESSIONAL SERVICES
VERITY GEOSOLUTIONS LTD
VIDACOM INTERNATIONAL SYSTEM NIGERIA LIMITED
VIRGO288 NIGERIA LIMITED
VISHPRO LOGISTICS LIMITED
VIVYKEN COMPANY NIGERIA LIMITED
VNC OFFSHORE LIMITED
VURIN LIMITED
WEAFRI WELL SERVICES COMPANY LIMITED
WELLBERG ENERGY SERVICES NIGERIA LIMITED 
WELLDATA OILFIELD SERVICES LIMITED
WELLEUM NIGERIA LIMITED
WELLQUIP ENERGY SERVICES NIGERIA LIMITED
WELLSHARE IMPERIAL ENERGY LIMITED
WELLSTEER OILFIELD TECHNOLOGY SERVICES LIMITED
WELLSYSTEMS LIMITED
WELLTEC OILFIELD SERVICES (NIGERIA) LIMITED 
WEST AFRICAN VENTURES LIMITED
WILLOCH TECHNICAL CONSULTANCY LIMITED
WORLDWIDE ENERGY SUPPLY CHAIN MANAGEMENT LIMITED
WORLDWIDE TECHNICAL SERVICES LIMITED
XANADU-MUSE LTD
YAHGIM GROUP LIMITED
YOKE SOLUTIONS LIMITED
ZENILUM COMPANY LIMITED
ZIRCON MARINE LIMITED
